Row ID,Order ID,Order Date,Year ,Month,Day,Day of the Week,Quarter,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Order processing time,,,,
673,CA-2018-111178,06/14/19,2019,June,14,Friday,2,09/14/19,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Quincy,Illinois,62301,Central,OFF-AR-10001954,Office Supplies,Art,Newell 331,19.56,92,,,,
674,CA-2018-130351,06/15/19,2019,June,15,Saturday,2,09/15/19,First Class,RB-19570,Rob Beeghly,Consumer,United States,Columbus,Indiana,47201,Central,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44,92,,,,
675,CA-2018-130351,06/16/19,2019,June,16,Sunday,2,09/16/19,First Class,RB-19570,Rob Beeghly,Consumer,United States,Columbus,Indiana,47201,Central,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",38.90,92,,,,
676,CA-2018-130351,06/17/19,2019,June,17,Monday,2,09/17/19,First Class,RB-19570,Rob Beeghly,Consumer,United States,Columbus,Indiana,47201,Central,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,99.39,92,,,,
677,US-2018-119438,06/18/19,2019,June,18,Tuesday,2,09/18/19,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,2.69,92,,,,
678,US-2018-119438,06/19/19,2019,June,19,Wednesday,2,09/19/19,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,TEC-AC-10003614,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",27.82,92,,,,
679,US-2018-119438,06/20/19,2019,June,20,Thursday,2,09/20/19,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",82.52,92,,,,
680,US-2018-119438,06/21/19,2019,June,21,Friday,2,09/21/19,Standard Class,CD-11980,Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,182.99,92,,,,
681,CA-2017-164511,06/22/19,2019,June,22,Saturday,2,09/22/19,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10024,East,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,14.35,92,,,,
682,CA-2017-164511,06/23/19,2019,June,23,Sunday,2,09/23/19,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10024,East,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96,92,,,,
683,CA-2017-164511,06/24/19,2019,June,24,Monday,2,09/24/19,Standard Class,DJ-13630,Doug Jacobs,Consumer,United States,New York City,New York,10024,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,68.60,92,,,,
684,US-2018-168116,06/25/19,2019,June,25,Tuesday,2,09/25/19,Same Day,GT-14635,Grant Thornton,Corporate,United States,Burlington,North Carolina,27217,South,TEC-MA-10004125,Technology,Machines,Cubify CubeX 3D Printer Triple Head Print,7999.98,92,,,,
685,US-2018-168116,06/26/19,2019,June,26,Wednesday,2,09/26/19,Same Day,GT-14635,Grant Thornton,Corporate,United States,Burlington,North Carolina,27217,South,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",167.44,92,,,,
686,CA-2015-157784,06/27/19,2019,June,27,Thursday,2,09/27/19,First Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,39212,South,TEC-AC-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97,92,,,,
687,CA-2015-157784,06/28/19,2019,June,28,Friday,2,09/28/19,First Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,39212,South,OFF-LA-10001934,Office Supplies,Labels,Avery 516,14.62,92,,,,
688,CA-2015-157784,06/29/19,2019,June,29,Saturday,2,09/29/19,First Class,MC-17845,Michael Chen,Consumer,United States,Jackson,Mississippi,39212,South,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,19.44,92,,,,
689,CA-2018-161480,06/30/19,2019,June,30,Sunday,2,09/30/19,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,New York City,New York,10035,East,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",191.98,92,,,,
690,US-2015-117135,07/01/19,2019,July,1,Monday,3,10/01/19,Second Class,NP-18325,Naresj Patel,Consumer,United States,Waynesboro,Virginia,22980,South,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,104.01,92,,,,
691,US-2015-117135,07/02/19,2019,July,2,Tuesday,3,10/02/19,Second Class,NP-18325,Naresj Patel,Consumer,United States,Waynesboro,Virginia,22980,South,TEC-PH-10002033,Technology,Phones,Konftel 250 Conference phone - Charcoal black,284.82,92,,,,
692,US-2015-117135,07/03/19,2019,July,3,Wednesday,3,10/03/19,Second Class,NP-18325,Naresj Patel,Consumer,United States,Waynesboro,Virginia,22980,South,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,36.84,92,,,,
693,CA-2016-131534,07/04/19,2019,July,4,Thursday,3,10/04/19,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90036,West,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,166.24,92,,,,
694,CA-2016-131534,07/05/19,2019,July,5,Friday,3,10/05/19,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,33.40,92,,,,
695,CA-2016-119291,07/06/19,2019,July,6,Saturday,3,10/06/19,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",198.27,92,,,,
696,CA-2016-119291,07/07/19,2019,July,7,Sunday,3,10/07/19,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-LA-10002312,Office Supplies,Labels,Avery 490,47.36,92,,,,
697,CA-2016-119291,07/08/19,2019,July,8,Monday,3,10/08/19,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.98,92,,,,
698,CA-2016-119291,07/09/19,2019,July,9,Tuesday,3,10/09/19,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",97.70,92,,,,
699,CA-2016-119291,07/10/19,2019,July,10,Wednesday,3,10/10/19,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-AR-10001118,Office Supplies,Art,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",2.70,92,,,,
700,CA-2016-119291,07/11/19,2019,July,11,Thursday,3,10/11/19,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,18.59,92,,,,
701,CA-2016-119291,07/12/19,2019,July,12,Friday,3,10/12/19,First Class,JO-15550,Jesus Ocampo,Home Office,United States,Chester,Pennsylvania,19013,East,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,4.90,92,,,,
702,CA-2018-114552,07/13/19,2019,July,13,Saturday,3,10/13/19,Standard Class,Dl-13600,Dorris liebe,Corporate,United States,Cleveland,Ohio,44105,East,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",15.07,92,,,,
703,CA-2017-163755,07/14/19,2019,July,14,Sunday,3,10/14/19,Second Class,AS-10285,Alejandro Savely,Corporate,United States,Seattle,Washington,98103,West,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",209.88,92,,,,
704,CA-2016-142027,07/15/19,2019,July,15,Monday,3,10/15/19,Standard Class,JK-15370,Jay Kimmel,Consumer,United States,Long Beach,California,90805,West,FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables,369.91,92,,,,
705,CA-2015-138527,07/16/19,2019,July,16,Tuesday,3,10/16/19,Standard Class,BN-11470,Brad Norvell,Corporate,United States,Cary,North Carolina,27511,South,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,10.37,92,,,,
706,CA-2015-138527,07/17/19,2019,July,17,Wednesday,3,10/17/19,Standard Class,BN-11470,Brad Norvell,Corporate,United States,Cary,North Carolina,27511,South,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,166.84,92,,,,
707,CA-2015-138527,07/18/19,2019,July,18,Thursday,3,10/18/19,Standard Class,BN-11470,Brad Norvell,Corporate,United States,Cary,North Carolina,27511,South,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,15.22,92,,,,
708,CA-2015-112158,07/19/19,2019,July,19,Friday,3,10/19/19,First Class,DP-13165,David Philippe,Consumer,United States,New York City,New York,10035,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,119.96,92,,,,
709,CA-2015-112158,07/20/19,2019,July,20,Saturday,3,10/20/19,First Class,DP-13165,David Philippe,Consumer,United States,New York City,New York,10035,East,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,883.92,92,,,,
710,CA-2015-112158,07/21/19,2019,July,21,Sunday,3,10/21/19,First Class,DP-13165,David Philippe,Consumer,United States,New York City,New York,10035,East,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",46.72,92,,,,
711,CA-2015-113887,07/22/19,2019,July,22,Monday,3,10/22/19,First Class,TH-21550,Tracy Hopkins,Home Office,United States,New York City,New York,10035,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,92,,,,
712,CA-2018-146136,07/23/19,2019,July,23,Tuesday,3,10/23/19,Standard Class,AP-10915,Arthur Prichep,Consumer,United States,Palm Coast,Florida,32137,South,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",24.45,92,,,,
713,US-2018-100048,07/24/19,2019,July,24,Wednesday,3,10/24/19,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Mount Vernon,New York,10550,East,OFF-AP-10001154,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,281.34,92,,,,
714,US-2018-100048,07/25/19,2019,July,25,Thursday,3,10/25/19,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Mount Vernon,New York,10550,East,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,307.98,92,,,,
715,US-2018-100048,07/26/19,2019,July,26,Friday,3,10/26/19,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Mount Vernon,New York,10550,East,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,299.97,92,,,,
716,CA-2015-153150,07/27/19,2019,July,27,Saturday,3,10/27/19,Second Class,Dl-13600,Dorris liebe,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10003355,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,19.92,92,,,,
717,CA-2015-130092,07/28/19,2019,July,28,Sunday,3,10/28/19,First Class,SV-20365,Seth Vernon,Consumer,United States,Dover,Delaware,19901,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,92,,,,
718,CA-2018-108910,07/29/19,2019,July,29,Monday,3,10/29/19,Standard Class,KC-16540,Kelly Collister,Consumer,United States,Newark,Ohio,43055,East,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",103.06,92,,,,
719,CA-2015-104472,07/30/19,2019,July,30,Tuesday,3,10/30/19,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Orem,Utah,84057,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,59.81,92,,,,
720,CA-2015-104472,07/31/19,2019,July,31,Wednesday,3,10/31/19,Standard Class,CK-12325,Christine Kargatis,Home Office,United States,Orem,Utah,84057,West,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,73.32,92,,,,
721,CA-2017-112942,08/01/19,2019,August,1,Thursday,3,11/01/19,Standard Class,RD-19810,Ross DeVincentis,Home Office,United States,Los Angeles,California,90045,West,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,146.82,92,,,,
722,CA-2017-142335,08/02/19,2019,August,2,Friday,3,11/02/19,Standard Class,MP-17965,Michael Paige,Corporate,United States,Detroit,Michigan,48205,Central,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1652.94,92,,,,
723,CA-2017-142335,08/03/19,2019,August,3,Saturday,3,11/03/19,Standard Class,MP-17965,Michael Paige,Corporate,United States,Detroit,Michigan,48205,Central,OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",296.37,92,,,,
724,CA-2015-117429,08/04/19,2019,August,4,Sunday,3,11/04/19,Standard Class,MR-17545,Mathew Reese,Home Office,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",129.92,92,,,,
725,CA-2017-114713,08/05/19,2019,August,5,Monday,3,11/05/19,Standard Class,SC-20695,Steve Chapman,Corporate,United States,Hialeah,Florida,33012,South,OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors,45.58,92,,,,
726,CA-2018-144113,08/06/19,2019,August,6,Tuesday,3,11/06/19,Standard Class,JF-15355,Jay Fein,Consumer,United States,Austin,Texas,78745,Central,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",17.57,92,,,,
727,CA-2018-144113,08/07/19,2019,August,7,Wednesday,3,11/07/19,Standard Class,JF-15355,Jay Fein,Consumer,United States,Austin,Texas,78745,Central,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,55.99,92,,,,
728,US-2017-150861,08/08/19,2019,August,8,Thursday,3,11/08/19,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,11572,East,OFF-PA-10001954,Office Supplies,Paper,Xerox 1964,182.72,92,,,,
729,US-2017-150861,08/09/19,2019,August,9,Friday,3,11/09/19,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,11572,East,FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",400.03,92,,,,
730,US-2017-150861,08/10/19,2019,August,10,Saturday,3,11/10/19,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,11572,East,OFF-ST-10004634,Office Supplies,Storage,"Personal Folder Holder, Ebony",33.63,92,,,,
731,US-2017-150861,08/11/19,2019,August,11,Sunday,3,11/11/19,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,11572,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",542.65,92,,,,
732,US-2017-150861,08/12/19,2019,August,12,Monday,3,11/12/19,First Class,EG-13900,Emily Grady,Consumer,United States,Oceanside,New York,11572,East,OFF-LA-10001317,Office Supplies,Labels,Avery 520,6.30,92,,,,
733,CA-2018-131954,08/13/19,2019,August,13,Tuesday,3,11/13/19,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,242.94,92,,,,
734,CA-2018-131954,08/14/19,2019,August,14,Wednesday,3,11/14/19,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,179.97,92,,,,
735,CA-2018-131954,08/15/19,2019,August,15,Thursday,3,11/15/19,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,99.70,92,,,,
736,CA-2018-131954,08/16/19,2019,August,16,Friday,3,11/16/19,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,27.94,92,,,,
737,CA-2018-131954,08/17/19,2019,August,17,Saturday,3,11/17/19,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,FUR-BO-10001619,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,84.98,92,,,,
738,CA-2018-131954,08/18/19,2019,August,18,Sunday,3,11/18/19,Standard Class,DS-13030,Darrin Sayre,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,18.72,92,,,,
739,CA-2015-132500,08/19/19,2019,August,19,Monday,3,11/19/19,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,San Francisco,California,94110,West,TEC-AC-10001383,Technology,Accessories,Logitech Wireless Touch Keyboard K400,49.98,92,,,,
740,CA-2015-112326,08/20/19,2019,August,20,Tuesday,3,11/20/19,Standard Class,PO-19195,Phillina Ober,Home Office,United States,Naperville,Illinois,60540,Central,OFF-LA-10003223,Office Supplies,Labels,Avery 508,11.78,92,,,,
741,CA-2015-112326,08/21/19,2019,August,21,Wednesday,3,11/21/19,Standard Class,PO-19195,Phillina Ober,Home Office,United States,Naperville,Illinois,60540,Central,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,272.74,92,,,,
742,CA-2015-112326,08/22/19,2019,August,22,Thursday,3,11/22/19,Standard Class,PO-19195,Phillina Ober,Home Office,United States,Naperville,Illinois,60540,Central,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,3.54,92,,,,
743,US-2017-146710,08/23/19,2019,August,23,Friday,3,11/23/19,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Dallas,Texas,75220,Central,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,51.52,92,,,,
744,US-2017-146710,08/24/19,2019,August,24,Saturday,3,11/24/19,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Dallas,Texas,75220,Central,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",3.53,92,,,,
745,US-2017-146710,08/25/19,2019,August,25,Sunday,3,11/25/19,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Dallas,Texas,75220,Central,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,4.62,92,,,,
746,US-2017-146710,08/26/19,2019,August,26,Monday,3,11/26/19,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Dallas,Texas,75220,Central,OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",55.17,92,,,,
747,CA-2015-124429,08/27/19,2019,August,27,Tuesday,3,11/27/19,Same Day,MH-17785,Maya Herman,Corporate,United States,San Diego,California,92105,West,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,567.12,92,,,,
748,CA-2015-124429,08/28/19,2019,August,28,Wednesday,3,11/28/19,Same Day,MH-17785,Maya Herman,Corporate,United States,San Diego,California,92105,West,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,359.32,92,,,,
749,CA-2017-150889,08/29/19,2019,August,29,Thursday,3,11/29/19,Second Class,PB-19105,Peter Bühler,Consumer,United States,Evanston,Illinois,60201,Central,TEC-PH-10000004,Technology,Phones,Belkin iPhone and iPad Lightning Cable,11.99,92,,,,
750,CA-2018-126074,08/30/19,2019,August,30,Friday,3,11/30/19,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Trenton,Michigan,48183,Central,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,58.05,92,,,,
751,CA-2018-126074,08/31/19,2019,August,31,Saturday,3,12/01/19,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Trenton,Michigan,48183,Central,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,157.74,92,,,,
752,CA-2018-126074,09/01/19,2019,September,1,Sunday,3,12/02/19,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Trenton,Michigan,48183,Central,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",56.98,92,,,,
753,CA-2018-126074,09/02/19,2019,September,2,Monday,3,12/03/19,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Trenton,Michigan,48183,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,2.88,92,,,,
754,CA-2017-110499,09/03/19,2019,September,3,Tuesday,3,12/04/19,First Class,YC-21895,Yoseph Carroll,Corporate,United States,San Francisco,California,94110,West,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,1199.98,92,,,,
755,CA-2016-135272,09/04/19,2019,September,4,Wednesday,3,12/05/19,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Los Angeles,California,90036,West,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,79.92,92,,,,
756,CA-2017-140928,09/05/19,2019,September,5,Thursday,3,12/06/19,Standard Class,NB-18655,Nona Balk,Corporate,United States,Jacksonville,Florida,32216,South,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,383.44,92,,,,
757,CA-2015-106803,09/06/19,2019,September,6,Friday,3,12/07/19,Standard Class,DC-13285,Debra Catini,Consumer,United States,Cottage Grove,Minnesota,55016,Central,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,24.56,92,,,,
758,CA-2015-106803,09/07/19,2019,September,7,Saturday,3,12/08/19,Standard Class,DC-13285,Debra Catini,Consumer,United States,Cottage Grove,Minnesota,55016,Central,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.80,92,,,,
759,CA-2018-117240,09/08/19,2019,September,8,Sunday,3,12/09/19,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10009,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,13.13,92,,,,
760,CA-2018-133333,09/09/19,2019,September,9,Monday,3,12/10/19,Standard Class,BF-11020,Barry Französisch,Corporate,United States,Green Bay,Wisconsin,54302,Central,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",22.72,92,,,,
761,CA-2016-112319,09/10/19,2019,September,10,Tuesday,3,12/11/19,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,58.32,92,,,,
762,CA-2018-126046,09/11/19,2019,September,11,Wednesday,3,12/12/19,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Atlanta,Georgia,30318,South,OFF-LA-10004484,Office Supplies,Labels,Avery 476,12.39,92,,,,
763,CA-2016-114923,09/12/19,2019,September,12,Thursday,3,12/13/19,Standard Class,LH-17020,Lisa Hazard,Consumer,United States,Columbus,Ohio,43229,East,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,107.98,92,,,,
764,CA-2015-162775,09/13/19,2019,September,13,Friday,3,12/14/19,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,11.36,92,,,,
765,CA-2015-162775,09/14/19,2019,September,14,Saturday,3,12/15/19,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,50.94,92,,,,
766,CA-2015-162775,09/15/19,2019,September,15,Sunday,3,12/16/19,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,646.74,92,,,,
767,CA-2015-162775,09/16/19,2019,September,16,Monday,3,12/17/19,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,5.64,92,,,,
768,CA-2015-162775,09/17/19,2019,September,17,Tuesday,3,12/18/19,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,572.58,92,,,,
769,CA-2015-106810,09/18/19,2019,September,18,Wednesday,3,12/19/19,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Saint Petersburg,Florida,33710,South,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,310.88,92,,,,
770,CA-2017-157245,09/19/19,2019,September,19,Thursday,3,12/20/19,Standard Class,LE-16810,Laurel Elliston,Consumer,United States,Arlington,Virginia,22204,South,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,641.96,92,,,,
771,CA-2018-104220,09/20/19,2019,September,20,Friday,3,12/21/19,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315,Central,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,18.28,92,,,,
772,CA-2018-104220,09/21/19,2019,September,21,Saturday,3,12/22/19,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315,Central,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,207.00,92,,,,
773,CA-2018-104220,09/22/19,2019,September,22,Sunday,3,12/23/19,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,32.35,92,,,,
774,CA-2018-104220,09/23/19,2019,September,23,Monday,3,12/24/19,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315,Central,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,7.71,92,,,,
775,CA-2018-104220,09/24/19,2019,September,24,Tuesday,3,12/25/19,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315,Central,OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,40.30,92,,,,
776,CA-2018-104220,09/25/19,2019,September,25,Wednesday,3,12/26/19,Standard Class,BV-11245,Benjamin Venier,Corporate,United States,Des Moines,Iowa,50315,Central,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",34.58,92,,,,
